Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,,,,,,,,,FlowInternalID,UsedYn,,
hexamethylene diacrylate,013048-33-4,,,kg,Element or Compound,,,Emissions/air/unspecified,{B146C5F7-CB3A-4E64-99E7-9C107D5A3B2A},,,,,,,,,,,,002P22306,0,,
nitroglycerin,000055-63-0,,,kg,Element or Compound,,,Emissions/air/unspecified,cd10c8cd-68ab-4d2e-a95f-1485fd85ac75,,,,,,,,,,,,002P22313,0,,
o-nitrotoluene,000088-72-2,,,kg,Element or Compound,,,Emissions/air/unspecified,5e3f96e4-6aad-480d-a732-60bfe8950410,,,,,,,,,,,,002P22315,0,,
nitromethane,000075-52-5,,,kg,Element or Compound,,,Emissions/air/unspecified,59830a3c-8b7e-4206-b13f-d818115b24ce,,,,,,,,,,,,002P22317,0,,
1-nonanol,000143-08-8,,,kg,Element or Compound,,,Emissions/air/unspecified,b47ca50e-f876-45e2-a9b3-a7ddbb845f42,,,,,,,,,,,,002P22319,0,,
vanadium compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,{CF3E364B-D050-40BF-A696-8E925D870A4B},,,,,,,,,,,,002P22321,0,,
"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",001014-70-6,,,kg,Element or Compound,,,Emissions/air/unspecified,c02403c8-ba31-4c88-9858-efcc49b8cb3f,,,,,,,,,,,,002P22323,0,,
bis(1-methyl-1-phenylethyl) peroxide,000080-43-3,,,kg,Element or Compound,,,Emissions/air/unspecified,{44F5DE00-79AB-43AA-8631-838642483EA1},,,,,,,,,,,,002P22330,0,,
hydroquinone,000123-31-9,,,kg,Element or Compound,,,Emissions/air/unspecified,ebbc265b-439b-4727-8650-66d451fdaa54,,,,,,,,,,,,002P22336,0,,
2-vinylpyridine,000100-69-6,,,kg,Element or Compound,,,Emissions/air/unspecified,35eca225-61b6-4e3e-a780-7c28fc757f61,,,,,,,,,,,,002P22338,0,,
N-vinyl-2-pyrrolidone,000088-12-0,,,kg,Element or Compound,,,Emissions/air/unspecified,5b8ad0b0-8f17-42ab-b17e-4d4af26f3152,,,,,,,,,,,,002P22339,0,,
piperazine,000110-85-0,,,kg,Element or Compound,,,Emissions/air/unspecified,0d0e976f-3a8e-4803-866f-cb0860b17c8c,,,,,,,,,,,,002P22341,0,,
pyridine,000110-86-1,,,kg,Element or Compound,,,Emissions/air/unspecified,c0c77471-4657-492f-9128-a9463b1008e2,,,,,,,,,,,,002P22342,0,,
phenylenediamine,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,{2FADF76B-9963-4799-889B-A8079F9C8F3F},,,,,,,,,,,,002P22348,0,,
diallyl phthalate,000131-17-9,,,kg,Element or Compound,,,Emissions/air/unspecified,a5429f8b-c406-4d0f-8107-03d7a1a6e250,,,,,,,,,,,,002P22352,0,,
diethyl phthalate,000084-66-2,,,kg,Element or Compound,,,Emissions/air/unspecified,7d786868-f4c3-4fd5-8cca-8b44a7c2ffee,,,,,,,,,,,,002P22353,0,,
"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",112410-23-8,,,kg,Element or Compound,,,Emissions/air/unspecified,aa0ad9f0-2a1d-415e-91c1-fb7215deed88,,,,,,,,,,,,002P22358,0,,
"n-butyl-2,3-epoxypropyl ether",002426-08-6,,,kg,Element or Compound,,,Emissions/air/unspecified,{A0503E87-9ABE-4E67-AF0B-D073417EE49E},,,,,,,,,,,,002P22359,0,,
butyl(R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,122008-85-9,,,kg,Element or Compound,,,Emissions/air/unspecified,be1b1eac-3af9-45e3-8692-b66b4beec465,,,,,,,,,,,,002P22361,0,,
"tert-butyl 4-({[(1,3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate",134098-61-6,,,kg,Element or Compound,,,Emissions/air/unspecified,59fc2c60-df0e-4b38-95aa-98972d5ee439,,,,,,,,,,,,002P22364,0,,
tert-butyl hydroperoxide,000075-91-2,,,kg,Element or Compound,,,Emissions/air/unspecified,20212b49-6e63-48ee-8919-a48f258dd0b0,,,,,,,,,,,,002P22366,0,,
4-tert-butylphenol,000098-54-4,,,kg,Element or Compound,,,Emissions/air/unspecified,c1df1e75-d028-41f6-a483-caf3584701b8,,,,,,,,,,,,002P22368,0,,
2-tert-butyl-5-methylphenol,000088-60-8,,,kg,Element or Compound,,,Emissions/air/unspecified,{B8CBB4DA-A9F6-46BC-9DBB-1CA22AC07028},,,,,,,,,,,,002P22373,0,,
hydrogen fluoride and its water-soluble salts,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22374,0,,
2-butenal,004170-30-3,,,kg,Element or Compound,,,Emissions/air/unspecified,458451bd-5a72-4f8a-9c3a-feaa59b6d079,,,,,,,,,,,,002P22375,0,,
furan,000110-00-9,,,kg,Element or Compound,,,Emissions/air/unspecified,db0c6032-8969-487b-921c-2929bfcece13,,,,,,,,,,,,002P22377,0,,
2-propyn-1-ol,000107-19-7,,,kg,Element or Compound,,,Emissions/air/unspecified,05515c15-204f-461c-a865-42a3d5ea1cb6,,,,,,,,,,,,002P22379,0,,
1-bromopropane,000106-94-5,,,kg,Element or Compound,,,Emissions/air/unspecified,08b506dd-3b11-4f81-9c51-ed6d61664e3b,,,,,,,,,,,,002P22384,0,,
2-bromopropane,000075-26-3,,,kg,Element or Compound,,,Emissions/air/unspecified,76172f61-9f60-47e8-94ff-40c13cc41485,,,,,,,,,,,,002P22385,0,,
hexadecyltrimethylammonium chloride,000112-02-7,,,kg,Element or Compound,,,Emissions/air/unspecified,5ff45c2a-2cfd-4e5e-b601-7f019d281fec,,,,,,,,,,,,002P22389,0,,
hexamethylene diisocyanate,000822-06-0,,,kg,Element or Compound,,,Emissions/air/unspecified,2fac222c-10e5-44c2-9611-75295aa2674b,,,,,,,,,,,,002P22391,0,,
water-soluble salts of peroxodisulfuric acid,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,{78397F33-8EA7-4413-9296-C3E1985407EF},,,,,,,,,,,,002P22395,0,,
benzylidyne trichloride,000098-07-7,,,kg,Element or Compound,,,Emissions/air/unspecified,81a2280e-df10-4978-a42b-cd481e76cde8,,,,,,,,,,,,002P22397,0,,
"1,2,4-benzenetricarboxylic 1,2-anhydride",000552-30-7,,,kg,Element or Compound,,,Emissions/air/unspecified,1cde2bb7-89f7-479c-96ba-452416d8192b,,,,,,,,,,,,002P22401,0,,
2-(2-benzothiazolyloxy)-N-methylacetanilide,073250-68-7,,,kg,Element or Compound,,,Emissions/air/unspecified,ac18f935-20fb-4dcf-8e7d-9e1b380ea1dc,,,,,,,,,,,,002P22402,0,,
benzophenone,000119-61-9,,,kg,Element or Compound,,,Emissions/air/unspecified,829571b7-2a3a-49cd-95be-58b4caf954b5,,,,,,,,,,,,002P22403,0,,
boron compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,{B3E6EDDA-E796-4F01-B2CF-54BED11E7C98},,,,,,,,,,,,002P22405,0,,
poly(oxyethylene)alkyl ether(alkyl C=12-15),No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,{46FE75DB-2631-43E0-B890-F25E03DAE9D0},,,,,,,,,,,,002P22407,0,,
poly(oxyethylene)octylphenyl ether,009036-19-5,,,kg,Element or Compound,,,Emissions/air/unspecified,fbd7327c-f0bd-4297-a452-b2457948a1b0,,,,,,,,,,,,002P22408,0,,
poly(oxyethylene)nonylphenyl ether,009016-45-9,,,kg,Element or Compound,,,Emissions/air/unspecified,e7427cd7-d8a5-4ca1-9299-a799189e52fa,,,,,,,,,,,,002P22410,0,,
2-ethylhexyl methacrylate,000688-84-6,,,kg,Element or Compound,,,Emissions/air/unspecified,dd9b1f5c-5f39-443c-9664-5db8c70116ad,,,,,,,,,,,,002P22416,0,,
"2,3-epoxypropyl methacrylate",000106-91-2,,,kg,Element or Compound,,,Emissions/air/unspecified,a91efd5c-ebc5-415e-bdf4-2c94bfc8b7f8,,,,,,,,,,,,002P22417,0,,
2-(dimethylamino)ethyl methacrylate,002867-47-2,,,kg,Element or Compound,,,Emissions/air/unspecified,9d9dfcd9-89d6-4341-acf6-b4870bd1a56f,,,,,,,,,,,,002P22418,0,,
n-butyl methacrylate,000097-88-1,,,kg,Element or Compound,,,Emissions/air/unspecified,f39f2fb7-b8cb-46f7-abac-ef668f20af3d,,,,,,,,,,,,002P22419,0,,
4-methylideneoxetan-2-one,000674-82-8,,,kg,Element or Compound,,,Emissions/air/unspecified,{8C4373CC-88FD-43CA-81EE-698E7D8209EB},,,,,,,,,,,,002P22421,0,,
"(Z)-2'-methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",089269-64-7,,,kg,Element or Compound,,,Emissions/air/unspecified,fe047b57-e703-4082-9d83-dd7d01d820c6,,,,,,,,,,,,002P22422,0,,
methylamine,000074-89-5,,,kg,Element or Compound,,,Emissions/air/unspecified,ddf5e6d0-5bcc-435a-8d7b-8a480b66468a,,,,,,,,,,,,002P22423,0,,
2-sec-butylphenyl N-methylcarbamate,003766-81-2,,,kg,Element or Compound,,,Emissions/air/unspecified,fae4a58f-11cf-4b04-8faa-735afa63e5b4,,,,,,,,,,,,002P22428,0,,
"methyl 2-(4,6-dimethoxy-2-pyrimizinyloxy)-6-[1-(methoxyimino)ethyl]benzoate",136191-64-5,,,kg,Element or Compound,,,Emissions/air/unspecified,{F85277D3-55DD-474C-8FE7-F973AFC3A6E9},,,,,,,,,,,,002P22435,0,,
α-methylstyrene,000098-83-9,,,kg,Element or Compound,,,Emissions/air/unspecified,ad99798b-89fc-40fe-8c56-68b8c93a77b9,,,,,,,,,,,,002P22436,0,,
methylnaphthalene,001321-94-4,,,kg,Element or Compound,,,Emissions/air/unspecified,10f2fddf-b18f-4667-94a5-7b1ff284e23e,,,,,,,,,,,,002P22438,0,,
3-methylpyridine,000108-99-6,,,kg,Element or Compound,,,Emissions/air/unspecified,ada84ee2-359c-4be7-8c63-8c1ca7729913,,,,,,,,,,,,002P22439,0,,
1-methyl-1-phenylethyl hydroperoxide,000080-15-9,,,kg,Element or Compound,,,Emissions/air/unspecified,bdb8632d-b7d1-4415-a7dd-39048f42f953,,,,,,,,,,,,002P22440,0,,
S-methyl-N-(methylcarbamoyloxy)thioacetimidate,016752-77-5,,,kg,Element or Compound,,,Emissions/air/unspecified,58c3d912-d147-4489-8c9f-312a5d588193,,,,,,,,,,,,002P22443,0,,
"methylenebis(4,1-cyclohexylene)diisocyanate",005124-30-1,,,kg,Element or Compound,,,Emissions/air/unspecified,30eb0cdd-1356-4986-97b4-f38e482e8d64,,,,,,,,,,,,002P22447,0,,
"methylenebis(4,1-phenylene) diisocyanate",000101-68-8,,,kg,Element or Compound,,,Emissions/air/unspecified,2b8deb62-09ec-4cc4-99d1-eafdf18b7530,,,,,,,,,,,,002P22448,0,,
O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,088678-67-5,,,kg,Element or Compound,,,Emissions/air/unspecified,247ccad1-75c0-4b92-80ad-7970e6eae36d,,,,,,,,,,,,002P22450,0,,
2-mercaptobenzothiazole,000149-30-4,,,kg,Element or Compound,,,Emissions/air/unspecified,841b39fc-1896-42a3-bdaf-9e9808feebaf,,,,,,,,,,,,002P22452,0,,
molybdenum and its compounds,007439-98-7,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,db375cd1-0cf2-4305-946c-d4da668f3d43,,,,,,,,,,,,002P22453,0,,
2-(morpholinodithio)benzothiazole,000095-32-9,,,kg,Element or Compound,,,Emissions/air/unspecified,{B92E61BF-4C87-4B4A-A9AF-3680A0C0FE87},,,,,,,,,,,,002P22454,0,,
morpholine,000110-91-8,,,kg,Element or Compound,,,Emissions/air/unspecified,bedc00b3-d366-4e00-a7dc-07d492b6e15f,,,,,,,,,,,,002P22455,0,,
tris(2-ethylhexyl) phosphate,000078-42-2,,,kg,Element or Compound,,,Emissions/air/unspecified,56ffe806-b0fa-4a6c-bc0f-b9ea00ba8895,,,,,,,,,,,,002P22458,0,,
tritolyl phosphate,001330-78-5,,,kg,Element or Compound,,,Emissions/air/unspecified,e609929c-8b6a-4b86-a6e5-2176915d5071,,,,,,,,,,,,002P22460,0,,
triphenyl phosphate,000115-86-6,,,kg,Element or Compound,,,Emissions/air/unspecified,dfa6d53e-59fb-41e9-be06-611ed9508d95,,,,,,,,,,,,002P22461,0,,
tri-n-butyl phosphate,000126-73-8,,,kg,Element or Compound,,,Emissions/air/unspecified,00d32a2f-3a19-427e-bc3d-313e118cdb52,,,,,,,,,,,,002P22462,0,,
arsenic,007440-38-2,,"As;ヒ素;As;arsenic,As;ヒ素;As;arsenic",kg,Element or Compound,,,Emissions/water/unspecified,9b25bb89-c8ae-4d90-933e-2d48172da3bc,,,,,,,,,,,,4101,0,,
CFC-10,000056-23-5,,"CCl4;Tetrachloromethane;テトラクロロメタン;CCl4;パークロロメタン;carbon tetrachloride;tetrachloromethane;CCl4;perchloromethane,CCl4;Tetrachloromethane;テトラクロロメタン;CCl4;パークロロメタン;carbon tetrachloride;tetrachloromethane;CCl4;perchloromethane",kg,Element or Compound,,,Emissions/water/unspecified,6fce9311-d181-4856-8884-21c356277d91,,,,,,,,,,,,4103,1,,
cadmium,007440-43-9,,"Cd;カドミウム;Cd;cadmium,Cd;カドミウム;Cd;cadmium",kg,Element or Compound,,,Emissions/water/unspecified,9859ecb2-130e-44b8-b9b4-5a60419317d9,,,,,,,,,,,,4104,0,,
chemical oxygen demand,,,"化学的酸素要求量;chemical oxigen demand,化学的酸素要求量;chemical oxigen demand",kg,Groups of Chemicals ,,,Emissions/water/unspecified,0ffb606f-7b89-4fc6-9eee-97404bb0cd3e,,,,,,,,,,,,4107,1,,
chromium,007440-47-3,,"Cr;Cr;chromium;chromium reserves,Cr;Cr;chromium;chromium reserves",kg,Element or Compound,,,Emissions/water/unspecified,832a52da-da56-4094-ac1a-db42b5270cec,,,,,,,,,,,,4108,1,,
iron,007439-89-6,,"Fe;鉄（資源）;Fe reserves;iron reserves,Fe;鉄（資源）;Fe reserves;iron reserves",kg,Element or Compound,,,Emissions/water/unspecified,d1f838ff-0898-41fb-ae30-ef1fc7613fe6,,,,,,,,,,,,4109,1,,
mercury,007439-97-6,,"Hg;Hg;mercury,Hg;Hg;mercury",kg,Element or Compound,,,Emissions/water/unspecified,1cebe0f8-f933-48d6-94fa-d132e58680a0,,,,,,,,,,,,4110,1,,
manganese,007439-96-5,,"Mn;マンガン（資源）;Mn reserves;manganese reserves,Mn;マンガン（資源）;Mn reserves;manganese reserves",kg,Element or Compound,,,Emissions/water/unspecified,7b1a44af-f9a2-47c4-a628-4e3f3666292e,,,,,,,,,,,,4111,1,,
N total,,,"全窒素;t-N;N total;total nitrogen;t-N,t-N;N total;total nitrogen;t-N",kg,Other,,,Emissions/water/unspecified,fad06c1d-95a7-4fc0-875b-b553800c8605,,,,,,,,,,,,4112,1,,
ammonium,014798-03-9,,"NH4+;NH4+;ammonium ion;NH4+,NH4+;NH4+;ammonium ion;NH4+",kg,Element or Compound,,,Emissions/water/unspecified,dcbf4f32-e0d5-4c2d-bb9f-d7b2b4a7cd5b,,,,,,,,,,,,4113,1,,
nickel,007440-02-0,,"Ni;Ni;nickel;Ni,Ni;Ni;nickel;Ni",kg,Element or Compound,,,Emissions/water/unspecified,bdb9e6bf-8e3a-4f61-847e-cb8f7cc99719,,,,,,,,,,,,4114,1,,
nickel compounds,,,"nickel compounds,nickel compounds",kg,Groups of Chemicals ,,,Emissions/water/unspecified,6ae8e391-cd0a-44e1-bf40-37554798eb91,,,,,,,,,,,,4114001,1,,
oil and grease,,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,75555206-2d02-42ce-bf8c-7a02a21cf867,,,,,,,,,,,,4115,1,,
P total,,,"全燐;全リン;t-P;P;P total;total-phosphorus;t-P;P,t-P;P;P total;total-phosphorus;t-P;P",kg,Other,,,Emissions/water/unspecified,30e001fe-f9f5-46fb-b301-5112e07f7724,,,,,,,,,,,,4116,1,,
lead,007439-92-1,,"Pb;鉛;Pb;lead,Pb;鉛;Pb;lead",kg,Element or Compound,,,Emissions/water/unspecified,cb04523a-d7fe-4ed7-b44b-e8a9e1ec0fd2,,,,,,,,,,,,4118,1,,
suspended solids,,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,0be6bb74-698a-4ec0-a10f-30a4cb3c57d2,,,,,,,,,,,,4120,1,,
zinc,007440-66-6,,"Zn;亜鉛（資源）;Zn reserves;zinc reserves,Zn;亜鉛（資源）;Zn reserves;zinc reserves",kg,Element or Compound,,,Emissions/water/unspecified,8ebc8163-0354-4d3f-ab45-58e05dd33afc,,,,,,,,,,,,4121,1,,
copper,007440-50-8,,"Cu;銅（資源）;Cu reserves;copper reserves,Cu;銅（資源）;Cu reserves;copper reserves",kg,Element or Compound,,,Emissions/water/unspecified,8499bb55-ae39-40b4-b323-3aa4fc3d19c4,,,,,,,,,,,,4122,1,,
hydrocarbons,,,CxHy;hydrocarbons,kg,Groups of Chemicals ,,,Emissions/water/unspecified,ef5192df-df29-4427-9df6-782b39f657d5,,,,,,,,,,,,4123,1,,
hydrogen fluoride,007664-39-3,,"HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF,HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF",kg,Element or Compound,,,Emissions/water/unspecified,9782c96b-77a9-4d40-8abb-be72e3423830,,,,,,,,,,,,4124,1,,
diuron,000330-54-1,,"C9H10Cl2N2O;1,1-dimethyl-3-(3,4-Dichlorophenyl)urea;ジウロン;DCMU;3-(3,4-dichlorophenyl)-1,1-dimethylurea;diuron;DCMU,C9H10Cl2N2O;1,1-dimethyl-3-(3,4-Dichlorophenyl)urea;DCMU;3-(3,4-dichlorophenyl)-1,1-dimethylurea;diuron;DCMU",kg,Element or Compound,,,Emissions/water/unspecified,aee377e6-dfbf-42e3-bfae-02eb03ee527c,,,,,,,,,,,,4152,1,,
mancozeb,008018-01-7,,"C4H6MnN2S4;マンコゼブ;complex compounds of manganese manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethylenebis(dithiocarbamate);mancozeb,C4H6MnN2S4;マンコゼブ;complex compounds of manganese manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethylenebis(dithiocarbamate);mancozeb",kg,Element or Compound,,,Emissions/water/unspecified,ba0afff2-309c-433f-9b94-30e4293ea095,,,,,,,,,,,,4158,0,,
carbaryl,000063-25-2,,"C12H11NO2;1-naphthalenol methylcarbamate;N-メチルカルバミン酸1-ナフチル;NAC;1-ナフチル-N-メチルカルバメート;carbaryl;1-naphthyl N-methylcarbamate;NAC;1-naphthalenol methylcarbamate,C12H11NO2;1-naphthalenol methylcarbamate;N-メチルカルバミン酸1-ナフチル;NAC;1-ナフチル-N-メチルカルバメート;carbaryl;1-naphthyl N-methylcarbamate;NAC;1-naphthalenol methylcarbamate",kg,Element or Compound,,,Emissions/water/unspecified,543d27d1-f3a6-45e9-b1a2-96ae11fe503e,,,,,,,,,,,,4164,0,,
disulfoton,000298-04-4,,"C8H19O2PS3;O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate;エチルチオメトン;ジスルホトン;O,O-diethyl S-2-(ethylthio)ethyl phosphorodithioate;ethylthiometon;disulfoton,C8H19O2PS3;O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate;エチルチオメトン;ジスルホトン;O,O-diethyl S-2-(ethylthio)ethyl phosphorodithioate;ethylthiometon;disulfoton",kg,Element or Compound,,,Emissions/water/unspecified,f3ac5868-368f-42aa-a0d0-dd63dd2eadfb,,,,,,,,,,,,4165,0,,
malathion,000121-75-5,,"C10H19O6PS2;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;1,2-ジ(エトキシカルボニル)エチル O,O-ジメチルホスホロジチオアート;マラチオン;O,O-dimethyl-S-(1,2-dicarbethoxyethyl) phosphorodithioate;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;malathion,C10H19O6PS2;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;1,2-ジ(エトキシカルボニル)エチル O,O-ジメチルホスホロジチオアート;マラチオン;O,O-dimethyl-S-(1,2-dicarbethoxyethyl) phosphorodithioate;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;malathion",kg,Element or Compound,,,Emissions/water/unspecified,ee447e9b-a573-4dd3-8b7b-3f23cefc0428,,,,,,,,,,,,4166,0,,
cobalt,007440-48-4,,Co;コバルト（資源）;Co reserves;cobalt reserves,kg,Element or Compound,,,Emissions/water/unspecified,5523620c-2aba-4e68-8906-b455d881361f,,,,,,,,,,,,4169,0,,
phenol,000108-95-2,,C6H6O;Carbolic acid;石炭酸;ヒドロキシベンゼン;フェニルアルコール;phenol;carboic acid;hydroxybenzene;phenyl alcohol,kg,Element or Compound,,,Emissions/water/unspecified,e7eb1444-d2e5-4c14-97b2-b906ab54fe12,,,,,,,,,,,,4173,0,,
sulphuric acid,007664-93-9,,H2SO4;sulphuric acid;sulfuric acid,kg,Element or Compound,,,Emissions/water/unspecified,6ca1e58a-83b6-4afe-9844-1267e9fd8077,,,,,,,,,,,,4174,0,,
boron,007440-42-8,,"B;ホウ素（資源）;B reserves;boron reserves,B;ホウ素（資源）;B reserves;boron reserves",kg,Element or Compound,,,Emissions/water/unspecified,e6d38242-659c-4934-8ac0-e9adb02ec386,,,,,,,,,,,,4199001,1,,
Tritium (H-3),010028-17-8,,,kBq,Element or Compound,,,Emissions/water/sea water,{099A9777-093A-4D9F-B414-217AC0596EEF},,,,,,,,,,,,4201003,1,,
uranium,,,,kBq,Element or Compound,,,Emissions/water/sea water,{BD4A7EAF-5D14-4D21-A3DB-CF3DD5AAE25F},,,,,,,,,,,,4202003,0,,
Strontium (Sr-90),010098-97-2,,,kBq,Element or Compound,,,Emissions/water/sea water,{28126F7D-D4A9-430D-A957-18A4B1555599},,,,,,,,,,,,4207003,0,,
Iodine (I-129),015046-84-1,,,kBq,Element or Compound,,,Emissions/water/sea water,{3C9068CF-A29F-4597-9891-31262301CD76},,,,,,,,,,,,4213003,0,,
Iodine (I-131),014834-67-4,,,kBq,Element or Compound,,,Emissions/water/sea water,{2F5E04AB-DA74-4EC1-BB07-7C9CE9F74EDB},,,,,,,,,,,,4214003,0,,
Plutonium (Pu (α)),,,,kBq,Element or Compound,,,Emissions/water/sea water,{5F6D4B00-9370-4051-B264-7C14C8834367},,,,,,,,,,,,4215003,0,,
Radionuclide,,,,kBq,Element or Compound,,,Emissions/water/sea water,{30B29647-AD66-4535-AC32-7E76B55265EB},,,,,,,,,,,,4293003,0,,
acrylamide,000079-06-1,,,kg,Element or Compound,,,Emissions/water/unspecified,b37a43e0-e467-46b0-83e8-e87ed0da1162,,,,,,,,,,,,004P22002,0,,
ethyl acrylate,000140-88-5,,,kg,Element or Compound,,,Emissions/water/unspecified,e06aff8a-6c85-4b80-b544-ec8482c4c1f3,,,,,,,,,,,,004P22003,0,,
acrylic acid and its water-soluble salts,000079-10-7,,,kg,Element or Compound,,,Emissions/water/unspecified,21f74c0e-ed2f-4f81-8ce9-f430d0f9e512,,,,,,,,,,,,004P22004,0,,
2-hydroxyethyl acrylate,000818-61-1,,,kg,Element or Compound,,,Emissions/water/unspecified,75dc1818-367b-406e-8a04-597429b4c172,,,,,,,,,,,,004P22006,0,,
n-butyl acrylate,000141-32-2,,,kg,Element or Compound,,,Emissions/water/unspecified,6213f16b-90cf-4434-84f7-477c8d5cace7,,,,,,,,,,,,004P22007,0,,
methyl acrylate,000096-33-3,,,kg,Element or Compound,,,Emissions/water/unspecified,11c50e43-d552-462a-ab5f-e8e42bd7df8a,,,,,,,,,,,,004P22008,0,,
acrylonitrile,000107-13-1,,,kg,Element or Compound,,,Emissions/water/unspecified,3c250275-354e-4077-b45c-2dcb3a036a94,,,,,,,,,,,,004P22009,0,,
acrolein,000107-02-8,,,kg,Element or Compound,,,Emissions/water/unspecified,797503b0-0feb-4915-a65c-2bf1b14b4531,,,,,,,,,,,,004P22010,0,,
sodium azide,026628-22-8,,,kg,Element or Compound,,,Emissions/water/unspecified,5e4a05e1-a09a-48a6-a269-7997e749b2cf,,,,,,,,,,,,004P22011,0,,
acetaldehyde,000075-07-0,,,kg,Element or Compound,,,Emissions/water/unspecified,71aa4213-e050-4d1b-a9cf-9131b8c4ef2f,,,,,,,,,,,,004P22012,0,,
acetonitrile,000075-05-8,,,kg,Element or Compound,,,Emissions/water/unspecified,77004518-69c0-4ebe-b317-2d79a3054159,,,,,,,,,,,,004P22013,0,,
"2,2'-azobisisobutyronitrile",000078-67-1,,,kg,Element or Compound,,,Emissions/water/unspecified,04b8c2de-503f-41a5-8745-28493fd5537f,,,,,,,,,,,,004P22016,0,,
o-anisidine,000090-04-0,,,kg,Element or Compound,,,Emissions/water/unspecified,3f5f1ad7-b3b7-4e02-9018-65d74bbf740c,,,,,,,,,,,,004P22017,0,,
aniline,000062-53-3,,,kg,Element or Compound,,,Emissions/water/unspecified,45d5132e-342f-4f03-9ee8-5f45f73ec995,,,,,,,,,,,,004P22018,0,,
2-aminoethanol,000141-43-5,,,kg,Element or Compound,,,Emissions/water/unspecified,f3a3c7b9-db28-4833-b894-b06544751f60,,,,,,,,,,,,004P22020,0,,
"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole",120068-37-3,,,kg,Element or Compound,,,Emissions/water/unspecified,a86df666-132f-4b10-9fc1-471b6af57e56,,,,,,,,,,,,004P22022,0,,
p-aminophenol,000123-30-8,,,kg,Element or Compound,,,Emissions/water/unspecified,1560346c-d3c5-4b3e-a38d-8a75259aee98,,,,,,,,,,,,004P22023,0,,
m-aminophenol,000591-27-5,,,kg,Element or Compound,,,Emissions/water/unspecified,39b57703-8fba-419f-a8c1-1fc200316e6f,,,,,,,,,,,,004P22024,0,,
allyl alcohol,000107-18-6,,,kg,Element or Compound,,,Emissions/water/unspecified,03714250-12e2-499f-8910-6d541d489aa5,,,,,,,,,,,,004P22028,0,,
n-alkylbenzenesulfonic acid and its salts(alkyl C=10-14),No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,{C73937AB-931D-483E-964F-3B4C2098100F},,,,,,,,,,,,004P22030,0,,
antimony and its compounds,007440-36-0,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,e6e725c7-c953-4bcf-a037-4eebd30686ea,,,,,,,,,,,,004P22031,0,,
"3-isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate",004098-71-9,,,kg,Element or Compound,,,Emissions/water/unspecified,f55c927a-5319-4c5d-8d15-e6b60ffd76f5,,,,,,,,,,,,004P22034,0,,
isobutyraldehyde,000078-84-2,,,kg,Element or Compound,,,Emissions/water/unspecified,b16dddcc-92dd-4acb-8f94-ae2cda89027b,,,,,,,,,,,,004P22035,0,,
isoprene,000078-79-5,,,kg,Element or Compound,,,Emissions/water/unspecified,cd8f73e0-ee96-4b2b-a5d0-63a355ae1251,,,,,,,,,,,,004P22036,0,,
"4,4'-isopropylidenediphenol",000080-05-7,,,kg,Element or Compound,,,Emissions/water/unspecified,7910658e-5e62-4aad-a100-add34a8681ae,,,,,,,,,,,,004P22037,0,,
3'-isopropoxy-2-trifluoromethylbenzanilide,066332-96-5,,,kg,Element or Compound,,,Emissions/water/unspecified,ebf7b802-2bed-4aeb-9760-91490eec9753,,,,,,,,,,,,004P22041,0,,
