Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,
di-n-butyl phthalate,000084-74-2,,,kg,Element or Compound,,,Emissions/water/unspecified,6473c289-7628-477f-ae11-536cb22c78f5,,,84-74-2; 84-74-2,
bis(2-ethylhexyl)phthalate,000117-81-7,,,kg,Element or Compound,,,Emissions/water/unspecified,f75738ad-5db4-4b4d-8b08-91fef725511f,,,82208-43-3; 50885-87-5; 117-81-7; 8033-53-2; 15495-94-0; 117-81-7,
butyl(R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,122008-85-9,,,kg,Element or Compound,,,Emissions/water/unspecified,2f449dd4-25b1-4b9b-8157-f498b159bb25,,,,
tert-butyl hydroperoxide,000075-91-2,,,kg,Element or Compound,,,Emissions/water/unspecified,61cda45c-a02c-4ad7-951f-d5bb4997d23e,,,75-91-2,
4-tert-butylphenol,000098-54-4,,,kg,Element or Compound,,,Emissions/water/unspecified,4c693bea-305f-46ff-9175-f3479647e037,,,30813-81-1; 358730-87-7; 98-54-4; 98-54-4,
hydrogen fluoride and its water-soluble salts,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,fe5724f2-fa19-4d45-8672-3ef2ae6f9454,,,,
2-butenal,004170-30-3,,,kg,Element or Compound,,,Emissions/water/unspecified,a8a4a7d8-c37c-45d1-8b34-313f348747b2,,,4170-30-3; 123-73-9,
"polymer of N,N'-propylenebis(dithiocarbamic acid)and zinc",012071-83-9,,,kg,Element or Compound,,,Emissions/water/unspecified,c929d142-7c7d-4a81-82e6-85f10f9c77a0,,,,
1-bromopropane,000106-94-5,,,kg,Element or Compound,,,Emissions/water/unspecified,816505d7-c6b3-4da8-b185-4dc33ab5600b,,,106-94-5; 163400-21-3; 61066-67-9; 26446-77-5; 106-94-5,
2-bromopropane,000075-26-3,,,kg,Element or Compound,,,Emissions/water/unspecified,76837954-ec93-4f5c-a8c8-fc20d6b6e065,,,75-26-3; 75-26-3,
bromomethane,000074-83-9,,,kg,Element or Compound,,,Emissions/water/unspecified,f2cc1640-a81e-4786-91d0-ef491b9e4c2b,,,4960-89-8; 74-83-9,
hexadecyltrimethylammonium chloride,000112-02-7,,,kg,Element or Compound,,,Emissions/water/unspecified,49930e97-83a2-4f73-ad61-7b7c49e34936,,,112-02-7; 68002-63-1; 112-02-7,
hexamethylenediamine,000124-09-4,,,kg,Element or Compound,,,Emissions/water/unspecified,035e5dee-1666-4280-bcb5-879a2524b5a8,,,73398-58-0; 115797-51-8; 124-09-4; 124-09-4,
hexamethylene diisocyanate,000822-06-0,,,kg,Element or Compound,,,Emissions/water/unspecified,31559251-6b4c-4f8f-9ccb-6d9ba73935eb,,,822-06-0; 822-06-0,
n-hexane,000110-54-3,,,kg,Element or Compound,,,Emissions/water/unspecified,81fdedd4-9684-406d-bdfe-877b76ba7ed3,,,32740-20-8; 110-54-3; 68476-44-8; 92112-69-1; 110-54-3,
betanaphthol,000135-19-3,,,kg,Element or Compound,,,Emissions/water/unspecified,8aace074-90a3-4242-8391-c81940039db7,,,135-19-3; 135-19-3,
water-soluble salts of peroxodisulfuric acid,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,af353a39-e2b5-40d9-9fa9-85e0599d16a7,,,,
perfluoro(octane-1-sulfonic acid),001763-23-1,,,kg,Element or Compound,,,Emissions/water/unspecified,ab7a7d41-00d0-432b-8573-248b77d1baed,,,,
benzyl chloride,000100-44-7,,,kg,Element or Compound,,,Emissions/water/unspecified,4fdacc40-fef2-4c43-8a9a-ed2c6a9eb2d9,,,100-44-7; 33712-34-4; 100-44-7,
benzaldehyde,000100-52-7,,,kg,Element or Compound,,,Emissions/water/unspecified,bdefc897-b3c9-4ae9-b66a-b614517e407e,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7,
benzene,000071-43-2,,,kg,Element or Compound,,,Emissions/water/unspecified,d10c7e00-decc-498b-a9f8-69714a1dce5a,,,71-43-2; 26181-88-4; 14941-52-7; 54682-86-9; 71-43-2,
"1,2,4-benzenetricarboxylic 1,2-anhydride",000552-30-7,,,kg,Element or Compound,,,Emissions/water/unspecified,df5c0a01-b922-4fdf-ad9b-b74aa61afb1f,,,552-30-7; 552-30-7,
2-(2-benzothiazolyloxy)-N-methylacetanilide,073250-68-7,,,kg,Element or Compound,,,Emissions/water/unspecified,f39fabc1-f369-4828-bd9a-26b49d1dc6a4,,,,
benzophenone,000119-61-9,,,kg,Element or Compound,,,Emissions/water/unspecified,1c6e8382-177a-4ab6-8029-b55e937ea7b3,,,119-61-9; 119-61-9,
boron compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,c0f64dba-0800-41da-be66-dc658b55d0a3,,,,
polychlorinated biphenyls,000080-38-6,,,kg,Element or Compound,,,Emissions/water/unspecified,1d5a0fa8-1472-448a-82ae-18812a06ee35,,,80-38-6; 80-38-6,
poly(oxyethylene)alkyl ether(alkyl C=12-15),No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,6506e9c9-1982-4d82-8296-52c37b8b01ec,,,,
poly(oxyethylene)octylphenyl ether,002315-61-9,,,kg,Element or Compound,,,Emissions/water/unspecified,c7fc15e9-69e5-4eb6-bc82-7a733410382d,,,68310-57-6; 2315-61-9,
sodium poly(oxyethylene) dodecyl ether sulfate,009004-82-4,,,kg,Element or Compound,,,Emissions/water/unspecified,043f0773-4761-4c8e-ad13-f9c1abb59e19,,,,
poly(oxyethylene)nonylphenyl ether,009016-45-9,,,kg,Element or Compound,,,Emissions/water/unspecified,b2247c26-c591-4157-ad5f-7c035eded650,,,,
formaldehyde,000050-00-0,,,kg,Element or Compound,,,Emissions/water/unspecified,0fb71438-0e87-4300-bc2c-cf66b1e8f637,,,4906-87-0; 35907-63-2; 30525-89-4; 50-00-0,
phthalic anhydride,000085-44-9,,,kg,Element or Compound,,,Emissions/water/unspecified,74059b0b-a556-480e-be5a-11c1366c8975,,,85-44-9; 68411-80-3; 85-44-9,
maleic anhydride,000108-31-6,,,kg,Element or Compound,,,Emissions/water/unspecified,25db0dac-3ca1-4fce-a2a5-2f9159b0c60c,,,108-31-6; 68261-15-4; 24937-72-2; 108-31-6,
methacrylic acid,000079-41-4,,,kg,Element or Compound,,,Emissions/water/unspecified,b91368ee-8a63-488e-9c17-f765504147c5,,,92140-95-9; 79-41-4; 25087-26-7; 79-41-4,
2-ethylhexyl methacrylate,000688-84-6,,,kg,Element or Compound,,,Emissions/water/unspecified,32d9dcc0-ca71-4d43-b35f-ddca8285ba3d,,,688-84-6; 25719-51-1; 688-84-6,
"2,3-epoxypropyl methacrylate",000106-91-2,,,kg,Element or Compound,,,Emissions/water/unspecified,d3d26d79-6531-4ee0-8d65-dcbab2f7e72c,,,130463-96-6; 106-91-2; 25067-05-4; 106-91-2,
2-(dimethylamino)ethyl methacrylate,002867-47-2,,,kg,Element or Compound,,,Emissions/water/unspecified,848bec80-bd3e-4458-941d-f1e4999f46a5,,,2867-47-2; 25154-86-3; 2867-47-2,
n-butyl methacrylate,000097-88-1,,,kg,Element or Compound,,,Emissions/water/unspecified,c9f0a2b2-bc52-4596-94c4-1ad36964e6f9,,,97-88-1; 97-88-1,
methyl methacrylate,000080-62-6,,,kg,Element or Compound,,,Emissions/water/unspecified,a14fdd87-5be7-4b5e-b961-89945fceb6f6,,,80-62-6; 9065-11-6; 80-62-6,
4-methylideneoxetan-2-one,000674-82-8,,,kg,Element or Compound,,,Emissions/water/unspecified,0f3c6db0-df3d-443f-b5d1-dee466280fb9,,,674-82-8,
"(Z)-2'-methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",089269-64-7,,,kg,Element or Compound,,,Emissions/water/unspecified,14edfc78-f9a5-40e1-a191-8735aae5facc,,,,
methylamine,000074-89-5,,,kg,Element or Compound,,,Emissions/water/unspecified,00e529ac-3478-4179-8d5b-285dc881da28,,,74-89-5,
2-sec-butylphenyl N-methylcarbamate,003766-81-2,,,kg,Element or Compound,,,Emissions/water/unspecified,85177fc7-9b58-49a6-bfcb-6d62139b44af,,,3766-81-2,
α-methylstyrene,000098-83-9,,,kg,Element or Compound,,,Emissions/water/unspecified,8d0e0092-fa24-48ea-ad0d-2532552d3502,,,,
methylnaphthalene,001321-94-4,,,kg,Element or Compound,,,Emissions/water/unspecified,a170dac4-4e60-419b-80e6-445bfa01f7a5,,,78900-94-4; 90-12-0; 1321-94-4; 90-12-0,
3-methylpyridine,000108-99-6,,,kg,Element or Compound,,,Emissions/water/unspecified,c74a704b-e6be-4aae-ace7-7452fcc73fde,,,108-99-6; 108-99-6,
1-methyl-1-phenylethyl hydroperoxide,000080-15-9,,,kg,Element or Compound,,,Emissions/water/unspecified,b8a16e72-9db5-4bd9-9938-7b3b3d4e15ec,,,80-15-9; 80-15-9,
2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,055814-41-0,,,kg,Element or Compound,,,Emissions/water/unspecified,cb1c89e3-7fb0-4f30-a89e-cb991e2adb11,,,55814-41-0; 55814-41-0,
methyl (E)-methoxyimino-[2-[[[[(E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]acetate,141517-21-7,,,kg,Element or Compound,,,Emissions/water/unspecified,7e8cde5d-f010-4d04-a71a-ffd453fa32aa,,,,
"methylenebis(4,1-cyclohexylene)diisocyanate",005124-30-1,,,kg,Element or Compound,,,Emissions/water/unspecified,01f713a4-66bc-4e30-b837-8d986e963748,,,,
"methylenebis(4,1-phenylene) diisocyanate",000101-68-8,,,kg,Element or Compound,,,Emissions/water/unspecified,c2ea04bf-cbc8-4e67-a164-b583c36818b5,,,,
O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,088678-67-5,,,kg,Element or Compound,,,Emissions/water/unspecified,f88ad79c-0ac9-4217-b935-0ee8c592ffa4,,,,
molybdenum and its compounds,007439-98-7,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,8a5a4f25-88cf-4a02-bbf9-ef3e5705c04f,,,,
morpholine,000110-91-8,,,kg,Element or Compound,,,Emissions/water/unspecified,96be493e-ead3-482e-8e2d-229387f79316,,,110-91-8; 61791-40-0; 110-91-8,
"dimethyl 2,2-dichlorovinyl phosphate",000062-73-7,,,kg,Element or Compound,,,Emissions/water/unspecified,55f447db-542c-40cd-bf71-37a7648e5441,,,62-73-7; 62-73-7,
tritolyl phosphate,000078-32-0,,,kg,Element or Compound,,,Emissions/water/unspecified,9b878a22-1f92-44a9-b68d-5af0ad3cd7fe,,,1330-78-5; 78-32-0,
triphenyl phosphate,000115-86-6,,,kg,Element or Compound,,,Emissions/water/unspecified,55970f25-ba4e-4047-91a9-54fefc132eac,,,115-86-6; 115-86-6,
tri-n-butyl phosphate,000126-73-8,,,kg,Element or Compound,,,Emissions/water/unspecified,f6ae605a-6f88-45e9-8101-ef50c85102de,,,126-73-8; 126-73-8,
arsenic,007440-38-2,,"As;ヒ素;As;arsenic,As;ヒ素;As;arsenic",kg,Element or Compound,,,Emissions/ground/unspecified,39fe9c5e-49e5-485c-ba35-b52e5a7e2503,,,7440-38-2,
chromium,007440-47-3,,"Cr;Cr;chromium;chromium reserves,Cr;Cr;chromium;chromium reserves",kg,Element or Compound,,,Emissions/ground/unspecified,fff12d9f-6deb-4c33-9642-04d9f41107b2,,,19498-56-7; 7440-47-3,
nickel,007440-02-0,,"Ni;Ni;nickel;Ni,Ni;Ni;nickel;Ni",kg,Element or Compound,,,Emissions/ground/unspecified,13334130-09e1-4915-b995-e70f1b5e6856,,,21595-53-9; 7440-02-0,
lead,007439-92-1,,"Pb;鉛;Pb;lead,Pb;鉛;Pb;lead",kg,Element or Compound,,,Emissions/ground/unspecified,c63c4cfc-6dcd-4d08-8235-4eeafa2d1400,,,14452-81-4; 54076-28-7; 7439-92-1,
zinc,007440-66-6,,"Zn;亜鉛（資源）;Zn reserves;zinc reserves,Zn;亜鉛（資源）;Zn reserves;zinc reserves",kg,Element or Compound,,,Emissions/ground/unspecified,b62ba18a-0665-466c-83ea-9dede54e0408,,,7440-66-6,
cypermethrin,052315-07-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,369a4bc8-ed16-4014-9503-c7ef5dbd92d5,,,82523-65-7; 137497-61-1; 97955-44-7; 72204-44-5; 71697-59-1; 52315-07-8; 65731-84-2; 86753-92-6; 67375-30-8; 52315-07-8,
fenvalerate,051630-58-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,e87b2486-34cd-466d-9dd2-a029bbb2cced,,,67614-32-8; 66267-77-4; 67614-33-9; 51630-58-1; 51630-58-1,
"Copper chloride oxide, hydrate",001332-40-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,16946466-fbfd-4609-af57-f1a1a0ce593e,,,,
Copper hydroxide (Cu(OH)2),020427-59-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,9ae1d61b-ca46-4634-8e36-bf8dcb6d6807,,,,
tetracopper hexahydroxide sulphate,001333-22-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,060caf4b-6cc6-4727-a158-b925d3c6f73c,,,55200-89-0; 1333-22-8,
treated MSW for landfill,,,,kg,Element or Compound,,,Emissions/ground/unspecified,bb982544-b16d-44db-bb21-4280fa3e2aa0,,,,
treated industrial waste for landfill,,,,kg,Element or Compound,,,Emissions/ground/unspecified,400cb1f5-9eab-46da-974c-e53e85994d50,,,,
5-amino-4-chloro-2-phenylpyridazin-3(2H)-one,001698-60-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,c5049d4b-e3e4-41a8-8f6f-fdaebdc61ce9,,,1698-60-8; 1698-60-8,
"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole",120068-37-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,9ea15367-0bd7-49b3-80fe-ff5dbcbce983,,,,
"4-amino-6-tert-butyl-3-methylthio-1,2,4-triazin-5(4H)-one",021087-64-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,db3e2709-8c64-4c32-b495-e1185a476dff,,,21087-64-9; 21087-64-9,
"4-amino-3-methyl-6-phenyl-1,2,4-triazin-5(4H)-one",041394-05-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,0b628094-2ab9-405e-bb89-032c2ef098f3,,,41394-05-2; 41394-05-2,
antimony and its compounds,007440-36-0,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,1334e4c9-4ea6-4f6c-960d-87477a9638ac,,,,
isopropyl 2-(4-methoxybiphenyl-3-yl)hydrazinoformate,149877-41-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,23ec514d-d957-4387-96b1-f1b96db3639f,,,,
3'-isopropoxy-2-trifluoromethylbenzanilide,066332-96-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,bd1ea9d2-772e-49f3-bdcf-b05d9390b0eb,,,,
"1,1'-[iminodi(octamethylene)]diguanidine",013516-27-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,d37bcf0a-c67c-46a3-ae61-8131e00f9163,,,,
ethyl 2-[4-(6-chloro-2-quinoxalinyloxy)phenoxy]propionate,076578-14-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,23064be6-271a-4ec4-ae12-7b4c356cee7c,,,76578-14-8; 76578-14-8,
O-ethyl O-(6-nitro-m-tolyl)sec-butylphosphoramidothioate,036335-67-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,1101eaeb-4373-4f86-89d1-be8ea02a48c8,,,,
O-ethyl O-4-nitrophenyl phenylphosphonothioate,002104-64-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,3596433b-0214-43fb-a0af-705a5129fd1b,,,2104-64-5; 2104-64-5,
"N-(1-ethylpropyl)-2,6-dinitro-3,4-xylidine",040487-42-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,cea953de-2a0b-45e7-b2d6-9748540ba922,,,40487-42-1; 40487-42-1,
S-ethyl hexahydro-1H-azepine-1-carbothioate,002212-67-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,3c4cfc5c-804c-42f4-9591-9e6371bb109a,,,2212-67-1; 2212-67-1,
ethyl (Z)-3-[N-benzyl-N-[[methyl(1-methylthioethylideneaminooxycarbonyl)amino]thio]amino]propionate,083130-01-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,78f836b1-5ec4-4540-9809-cafe0e71ccb0,,,,
ethylbenzene,000100-41-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,db7d9544-1023-4acc-ac79-db767b11a607,,,100-41-4; 70955-17-8; 68908-88-3; 27536-89-6; 287399-33-1; 158507-69-8; 20302-26-5; 100-41-4,
O-ethyl S-1-methylpropyl (2-oxo-3-thiazolidinyl)phosphonothioate,098886-44-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,85a32047-4cef-4d74-a80a-3af7970fdd1e,,,,
"manganese N,N'-ethylenebis(dithiocarbamate)",012427-38-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,a7026f60-3032-4ca3-ad13-e33caf456720,,,,
"complex compounds of manganese N,N'-ethylenebis(dithiocarbamate)and zinc N,N'-ethylenebis(dithiocarbamate)",008018-01-7,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,afb45cfb-c6e2-4cf0-9dd0-3f316e1b71d8,,,,
"1,1'-ethylene-2,2'-bipyridinium dibromide",000085-00-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,c42b8023-9428-4f15-92f8-d844cb69ce68,,,34417-68-0; 85-00-7,
2-(4-ethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether,080844-07-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,eeea9ee6-89be-4957-87e6-07644e9a826a,,,,
emamectin benzoate,155569-91-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,42498d90-ba1a-411a-aba8-7cac9a887f6a,,,155569-91-8; 155569-91-8; 155569-91-8; 155569-91-8; 155569-91-8; 155569-91-8; 137512-74-4; 155569-91-8,
calcium cyanamide,000156-62-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,4cd1d55d-23e1-4930-8df1-33f13c87c961,,,,
xylene,001330-20-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,8a0451b0-f29b-44cf-bd73-d515450563ed,,,,
silver and its water-soluble compounds,007440-22-4,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,2d7d0e06-efd0-413d-9079-2918e6479a8a,,,,
"2-chloro-4-ethylamino-6-isopropylamino-1,3,5-triazine",001912-24-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,f16cee04-db09-4894-b62e-6707668a1174,,,1912-24-9; 102029-43-6; 1912-24-9,
"2-(4-chloro-6-ethylamino-1,3,5-triazin-2-yl)amino-2-methylpropiononitrile",021725-46-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,05e9c129-e57c-4ee4-b0b4-3539f5490ba0,,,,
4-chloro-3-ethyl-1-methyl-N-[4-(p-tolyloxy)benzyl]pyrazole-5-carboxamide,129558-76-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,70a5e28d-290a-4b8d-a4e9-4e6000fd9b3b,,,129558-76-5,
2-chloro-2'-ethyl-N-(2-methoxy-1-methylethyl)-6'-methylacetanilide,051218-45-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,976352bd-840b-4af0-8719-1f2a2a09d550,,,178961-20-1,
"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-α,α,α-trifluoro-2,6-dinitro-p-toluidine",079622-59-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,6ade4ec4-e4ca-4c7e-81c6-28766acaff2f,,,,
"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",119446-68-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,597e59b3-7ac6-4687-b0a2-4adaf57a743c,,,119446-68-3; 119446-68-3,
"2-chloro-2',6'-diethyl-N-(2-propoxyethyl)acetanilide",051218-49-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,3d171e91-588b-49fb-af07-c9d1cbab5b2e,,,51218-49-6,
"2-chloro-2',6'-diethy-N-(methoxymethyl)acetanilide",015972-60-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,5c6b5cbd-d681-4ba8-a719-ae07a9002bb9,,,,
"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",000122-34-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,4d34e3d7-83f9-4c8f-9e12-b510cccdff8a,,,39291-64-0; 220621-41-0; 122-34-9; 122-34-9,
"(RS)-2-[2-(3-chlorophenyl)-2,3-epoxypropyl]-2-ethylindane-1,3-dione",133220-30-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,d2a12e3a-7285-4dc7-92ed-979ad8b82e28,,,,
"4-(2-chlorophenyl)-N-cyclohexyl-N-ethyl-4,5-dihydro-5-oxo-1H-tetrazole-1-carboxamide",158237-07-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,0b45e7f9-e6d6-4d1a-9633-bca79568e3ca,,,,
"(4RS,5RS)-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide",078587-05-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,d0e6aa48-856a-42f4-9aa1-741f62bf2a10,,,78587-05-0; 78587-05-0,
"(RS)-1-p-chlorophenyl-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)pentan-3-ol",107534-96-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,3bbd9978-68f3-46ec-90de-3c31f79a8d56,,,107534-96-3; 80443-41-0; 107534-96-3,
"2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile",088671-89-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,d13de9da-f63b-4c29-ac9f-2a4e93146296,,,88671-89-0; 88671-89-0,
"(RS)-4-(4-chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",114369-43-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,3d49275b-bf4c-49ed-aa4a-1e55400bf6a4,,,,
1-(2-chlorobenzyl)-3-(1-methyl-1-phenylethyl)urea,099485-76-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,24f7e7c5-c018-40be-972d-a0b07e914d68,,,,
(4-chloro-2-methylphenoxy)acetic acid,000094-74-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,3bb972db-f614-4a08-ba57-289e8551b4f1,,,94-74-6; 94-74-6,
cobalt and its compounds,007440-48-4,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,ad1459f4-f113-4cb1-8210-f0088570afe2,,,,
cyanamide,000420-04-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,b40df1be-11b1-4310-ae8f-afe0effcd647,,,4850-53-7; 2669-76-3; 87009-57-2; 420-04-2; 420-04-2,
"(RS)-2-cyano-N-[(R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutyramide",139920-32-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,5af02f25-e303-4894-bc51-07275f8b063b,,,,
"(S)-alpha-cyano-3-phenoxybenzyl (1R,3S)-2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropanecarboxylate",066841-25-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,f4730177-dae6-471c-9ccb-2826c32e0745,,,,
"(RS)-alpha-cyano-3-phenoxybenzyl 2,2,3,3-tetramethylcyclopropanecarboxylate",039515-41-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,4063cc21-c33a-4aff-886f-6c169fb96d2e,,,39515-41-8; 64257-84-7; 39515-41-8,
trans-1-(2-cyano-2-methoxyiminoacetyl)-3-ethylurea,057966-95-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,376e5586-0c5d-46c3-a427-c79b57d5ce42,,,,
"O-2-diethylamino-6-methylpyrimidin-4-yl O,O-dimethyl phosphorothioate",029232-93-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,fd27915b-fe7a-4d92-9925-3c96dac192e0,,,,
"S-4-chlorobenzyl N,N-diethylthiocarbamate",028249-77-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,6ae7c5f9-5972-497c-895b-3232d6f9624b,,,,
"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",125306-83-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,d98985f8-8410-4768-bbc5-bfb652fda561,,,,
"1,3-dicarbamoylthio-2-(N,N-dimethylamino)-propane",015263-53-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,58158f14-cfd3-4403-8875-a806929bf5b1,,,,
"1,2-dichloroethane",000107-06-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,9af98786-c4ad-4a3d-af77-ceecdbb491b1,,,52399-93-6; 107-06-2; 107-06-2,
"3,5-dichloro-N-(1,1-dimethyl-2-propynyl)benzamide",023950-58-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,045009e0-c4e7-46a8-88d8-983ab72a45ce,,,11097-12-4; 23950-58-5; 23950-58-5,
"3-(3,5-dichlorophenyl)-N-isopropyl-2,4-dioxoimidazolidine-1-carboxamide",036734-19-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,9c40e236-fa79-4458-9de7-e1e55b75b8be,,,36734-19-7; 36734-19-7,
"3-(3,4-dichlorophenyl)-1,1-dimethylurea",000330-54-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,3003822f-b75e-4034-be9f-7cc44c24a717,,,330-54-1; 330-54-1,
"(RS)-2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propyl 1,1,2,2-tetrafluoroethyl ether",112281-77-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,dadeafca-8d35-49ae-af2e-2c664a37d8f9,,,,
"mixture of (2RS,4RS)-1-[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-ylmethyl]-1H-1,2,4-triazole and (2RS,4SR)-1-[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-ylmethyl]-1H-1,2,4-triazole",060207-90-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,61ad563b-6cad-4850-bcc6-5df5ea1cab49,,,,
"3-[1-(3,5-dichlorophenyl)-1-methylethyl]-3,4-dihydro-6-methyl-5-phenyl-2H-1,3-oxazin-4-one",153197-14-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,c5148238-499b-47a4-a63c-aa79c1bbb3fe,,,,
"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",000330-55-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,7b9c62d7-41df-40a6-a28e-dcf04d995649,,,1219804-76-8; 330-55-2; 330-55-2,
"2,4-dichlorophenoxyacetic acid",000094-75-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,f87e2698-b542-4674-ae93-ab5b688a71ef,,,94-75-7; 94-75-7,
"1,3-dichloropropene",000542-75-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,bedec0f6-1aaa-45e7-8cf6-c542263f6555,,,5427-56-5; 542-75-6; 10061-02-6,
"2-[4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyloxy]acetophenone",071561-11-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,92becdb0-888a-45ce-951e-3e5843ab22f7,,,,
"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",058011-68-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,ea0782c8-e543-4187-9248-96e47042bc0f,,,,
